sample_id,official_seq_index,token_id,token,char_start,char_end,raw_text_substring,ids_exact,attention_exact,segments_exact,mapping_status,scope_limit
20,4,1010,",",13,14,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,5,11562,click,15,20,click,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,6,1999,in,21,23,in,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,7,1996,the,24,27,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,8,4957,link,28,32,link,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,9,1997,of,33,35,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,10,1996,the,36,39,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,11,6412,description,40,51,description,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,12,1997,of,52,54,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,13,2023,this,55,59,this,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,14,2678,video,60,65,video,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,15,2005,for,66,69,for,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,16,2062,more,70,74,more,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,17,1010,",",74,75,",",True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,18,1998,and,76,79,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,19,2057,we,80,82,we,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,20,1005,',82,83,',True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,21,2222,ll,83,85,ll,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,22,2031,have,86,90,have,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,23,2062,more,91,95,more,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,24,2444,live,96,100,live,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,25,14409,updates,101,108,updates,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,26,1998,and,109,112,and,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,27,1037,a,113,114,a,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,28,4518,stock,115,120,stock,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,29,3006,market,121,127,market,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,30,2678,video,128,133,video,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,31,1006,(,134,135,(,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,32,10236,wrap,135,139,wrap,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,33,1011,-,139,140,-,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,34,2039,up,140,142,up,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,35,1007,),142,143,),True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,36,2012,at,144,146,at,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,37,1996,the,147,150,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,38,2203,end,151,154,end,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,39,1997,of,155,157,of,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,40,1996,the,158,161,the,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,41,2154,day,162,165,day,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,42,2651,today,166,171,today,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
20,43,1012,.,171,172,.,True,True,True,token_span_candidate_only,text_bert token row only; continuous text feature row provenance not established
